Dia,"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Nome da Página","Status de veiculação","Nível de veiculação",Alcance,Impressões,Frequência,"Configuração de atribuição","Tipo de resultado",Resultados,"Valor usado (BRL)","Custo por resultado",Início,Término,"Cliques no link","CPM (custo por 1.000 impressões)","Início dos relatórios","Encerramento dos relatórios"
2026-01-23,"OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS Campanha","OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS Conjunto de anúncios","OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS","Casa & Cia Centro",not_delivering,ad,1466,1934,1.31923602,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,40.56,40.56,2026-01-22,2026-01-24,13,20.97207859,2026-01-23,2026-01-23
2026-01-23,"OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS Campanha","OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS Conjunto de anúncios","OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS","Casa e Cia",not_delivering,ad,2118,2664,1.25779037,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,42.8,10.7,2026-01-22,2026-01-24,14,16.06606607,2026-01-23,2026-01-23
2026-01-22,"OFERTA RELÂMPAGO - CENTRO - TAPETES 20% Campanha","OFERTA RELÂMPAGO - CENTRO - TAPETES 20% Conjunto de anúncios","OFERTA RELÂMPAGO - CENTRO - TAPETES 20%","Casa & Cia Centro",not_delivering,ad,1378,1612,1.16981132,"Clique de 7 dias ou visualização de 1 dia",,,26.36,,2026-01-22,2026-01-24,7,16.35235732,2026-01-22,2026-01-22
2026-01-22,"OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS Campanha","OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS Conjunto de anúncios","OFERTA RELÂMPAGO - PREMIUM 1 - LENÇOL ALTENBURG E 1000 FIOS","Casa e Cia",not_delivering,ad,1852,2179,1.17656587,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,27.06,27.06,2026-01-22,2026-01-24,10,12.41854061,2026-01-22,2026-01-22
2026-01-22,"OFERTA RELÂMPAGO - PREMIUM 1 - TAPETES 20%","OFERTA RELÂMPAGO - PREMIUM 1 Conjunto de anúncios","OFERTA RELÂMPAGO - PREMIUM 1","Casa e Cia",not_delivering,ad,1518,1835,1.2088274,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,24.03,24.03,2026-01-22,2026-01-24,4,13.09536785,2026-01-22,2026-01-22
2026-01-22,"OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS Campanha","OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS Conjunto de anúncios","OFERTA RELÂMPAGO - CENTRO - LENÇOL ALTENBURG E 1000 FIOS","Casa & Cia Centro",not_delivering,ad,1512,1791,1.18452381,"Clique de 7 dias ou visualização de 1 dia",,,27.13,,2026-01-22,2026-01-24,10,15.14796203,2026-01-22,2026-01-22
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",VV,P2,"Casa e Cia",not_delivering,ad,209,217,1.03827751,"Clique de 7 dias ou visualização de 1 dia",,,2.94,,2026-01-17,2026-01-21,2,13.5483871,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,36,41,1.13888889,"Clique de 7 dias ou visualização de 1 dia",,,0.51,,2026-01-14,2026-01-18,,12.43902439,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",VISITAS,VIDEO,"Casa e Cia",not_delivering,ad,2,2,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-01-17,2026-01-18,,0,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",SEGUIDORES,P2,"Casa e Cia",not_delivering,ad,628,642,1.02229299,"Clique de 7 dias ou visualização de 1 dia",,,4.84,,2026-01-17,2026-01-21,4,7.53894081,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,39,40,1.02564103,"Clique de 7 dias ou visualização de 1 dia",,,0.27,,2026-01-14,2026-01-18,,6.75,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",SEGUIDORES,P2,"Casa e Cia",not_delivering,ad,7,8,1.14285714,"Clique de 7 dias ou visualização de 1 dia",,,0.18,,2026-01-14,2026-01-18,,22.5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,33,35,1.06060606,"Clique de 7 dias ou visualização de 1 dia",,,0.35,,2026-01-17,2026-01-21,,10,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,4,4,1,"Clique de 7 dias ou visualização de 1 dia",,,0.02,,2026-01-15,2026-01-18,,5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",VISITAS,P2,"Casa e Cia",not_delivering,ad,68,71,1.04411765,"Clique de 7 dias ou visualização de 1 dia",,,0.7,,2026-01-17,2026-01-18,2,9.85915493,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas",ENGAJAMENTO,VIDEO,"Casa e Cia",not_delivering,ad,201,231,1.14925373,"Clique de 7 dias ou visualização de 1 dia",,,3.71,,2026-01-14,2026-01-18,4,16.06060606,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,57,58,1.01754386,"Clique de 7 dias ou visualização de 1 dia",,,0.79,,2026-01-14,2026-01-18,1,13.62068966,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",VV,P1,"Casa e Cia",not_delivering,ad,111,130,1.17117117,"Clique de 7 dias ou visualização de 1 dia",,,1.98,,2026-01-14,2026-01-18,1,15.23076923,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,106,124,1.16981132,"Clique de 7 dias ou visualização de 1 dia",,,1.17,,2026-01-15,2026-01-18,3,9.43548387,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",SEMELHANTE,P2,"Casa e Cia",not_delivering,ad,77,80,1.03896104,"Clique de 7 dias ou visualização de 1 dia",,,1,,2026-01-17,2026-01-18,1,12.5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia",ENGAJAMENTO,P1,"Casa e Cia",not_delivering,ad,57,72,1.26315789,"Clique de 7 dias ou visualização de 1 dia",,,0.74,,2026-01-14,2026-01-18,1,10.27777778,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia",VISITAS,P1,"Casa e Cia",not_delivering,ad,6,7,1.16666667,"Clique de 7 dias ou visualização de 1 dia",,,0.13,,2026-01-14,2026-01-18,,18.57142857,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,3,3,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-01-16,2026-01-18,,3.33333333,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",SEGUIDORES,P2,"Casa e Cia",not_delivering,ad,20,20,1,"Clique de 7 dias ou visualização de 1 dia",,,0.14,,2026-01-14,2026-01-18,,7,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VV,P2,"Casa e Cia",not_delivering,ad,5,5,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-01-16,2026-01-18,,0,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,P1,"Casa e Cia",not_delivering,ad,4,4,1,"Clique de 7 dias ou visualização de 1 dia",,,0.03,,2026-01-16,2026-01-18,,7.5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,P1,"Casa e Cia",not_delivering,ad,4,4,1,"Clique de 7 dias ou visualização de 1 dia",,,0.06,,2026-01-16,2026-01-18,1,15,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,31,33,1.06451613,"Clique de 7 dias ou visualização de 1 dia",,,0.45,,2026-01-16,2026-01-18,,13.63636364,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,5,5,1,"Clique de 7 dias ou visualização de 1 dia",,,0.02,,2026-01-16,2026-01-18,,4,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,61,63,1.03278689,"Clique de 7 dias ou visualização de 1 dia",,,0.67,,2026-01-16,2026-01-18,1,10.63492063,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",ENGAJAMENTO,P1,"Casa e Cia",not_delivering,ad,54,61,1.12962963,"Clique de 7 dias ou visualização de 1 dia",,,0.58,,2026-01-17,2026-01-18,,9.50819672,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VV,VIDEO,"Casa e Cia",not_delivering,ad,34,34,1,"Clique de 7 dias ou visualização de 1 dia",,,0.26,,2026-01-16,2026-01-18,,7.64705882,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,4,4,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-01-17,2026-01-18,1,0,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",ENGAJAMENTO,VIDEO,"Casa e Cia",not_delivering,ad,33,35,1.06060606,"Clique de 7 dias ou visualização de 1 dia",,,0.62,,2026-01-16,2026-01-18,,17.71428571,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VV,P1,"Casa e Cia",not_delivering,ad,27,27,1,"Clique de 7 dias ou visualização de 1 dia",,,0.18,,2026-01-16,2026-01-18,,6.66666667,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VISITAS,VIDEO,"Casa e Cia",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-01-16,2026-01-18,,0,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,5,5,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-01-16,2026-01-18,,2,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",SEGUIDORES,VIDEO,"Casa e Cia",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-01-16,2026-01-18,,10,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",VV,P2,"Casa e Cia",not_delivering,ad,72,73,1.01388889,"Clique de 7 dias ou visualização de 1 dia",,,1.05,,2026-01-14,2026-01-18,,14.38356164,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,52,58,1.11538462,"Clique de 7 dias ou visualização de 1 dia",,,0.77,,2026-01-14,2026-01-18,,13.27586207,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VV,VIDEO,"Casa e Cia",not_delivering,ad,57,57,1,"Clique de 7 dias ou visualização de 1 dia",,,0.5,,2026-01-16,2026-01-18,,8.77192982,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",VV,P1,"Casa e Cia",not_delivering,ad,75,77,1.02666667,"Clique de 7 dias ou visualização de 1 dia",,,0.63,,2026-01-14,2026-01-18,,8.18181818,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",VISITAS,VIDEO,"Casa e Cia",not_delivering,ad,34,39,1.14705882,"Clique de 7 dias ou visualização de 1 dia",,,0.84,,2026-01-14,2026-01-18,,21.53846154,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",VISITAS,P1,"Casa e Cia",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0.02,,2026-01-14,2026-01-18,,20,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VISITAS,P2,"Casa e Cia",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-01-15,2026-01-18,,10,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia",VV,P1,"Casa e Cia",not_delivering,ad,177,186,1.05084746,"Clique de 7 dias ou visualização de 1 dia",,,1.77,,2026-01-14,2026-01-18,2,9.51612903,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas",VISITAS,P1,"Casa e Cia",not_delivering,ad,8,8,1,"Clique de 7 dias ou visualização de 1 dia",,,0.03,,2026-01-14,2026-01-18,,3.75,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",ENGAJAMENTO,P1,"Casa e Cia",not_delivering,ad,361,407,1.12742382,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,4.24,4.24,2026-01-17,2026-01-21,3,10.41769042,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",VV,P2,"Casa e Cia",not_delivering,ad,82,87,1.06097561,"Clique de 7 dias ou visualização de 1 dia",,,0.77,,2026-01-17,2026-01-18,,8.85057471,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",VISITAS,P1,"Casa e Cia",not_delivering,ad,2,2,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-01-14,2026-01-18,,5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,128,135,1.0546875,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,2.54,2.54,2026-01-14,2026-01-18,5,18.81481481,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas",VV,VIDEO,"Casa e Cia",not_delivering,ad,227,250,1.10132159,"Clique de 7 dias ou visualização de 1 dia",,,2.43,,2026-01-14,2026-01-18,1,9.72,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",SEMELHANTE,P1,"Casa e Cia",not_delivering,ad,83,86,1.03614458,"Clique de 7 dias ou visualização de 1 dia",,,0.61,,2026-01-17,2026-01-21,,7.09302326,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",ENGAJAMENTO,P2,"Casa e Cia",not_delivering,ad,119,126,1.05882353,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0.66,0.66,2026-01-17,2026-01-21,4,5.23809524,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,110,121,1.1,"Clique de 7 dias ou visualização de 1 dia",,,1.25,,2026-01-14,2026-01-18,2,10.33057851,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",VV,P1,"Casa e Cia",not_delivering,ad,133,153,1.15037594,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,2.37,1.185,2026-01-17,2026-01-21,7,15.49019608,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — Cópia",VISITAS,P2,"Casa e Cia",not_delivering,ad,3,4,1.33333333,"Clique de 7 dias ou visualização de 1 dia",,,0.11,,2026-01-14,2026-01-18,,27.5,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia — Cópia",VV,P2,"Casa e Cia",not_delivering,ad,18,19,1.05555556,"Clique de 7 dias ou visualização de 1 dia",,,0.06,,2026-01-15,2026-01-18,,3.15789474,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / CBO — Pós vendas — Cópia",ENGAJAMENTO,VIDEO,"Casa e Cia",not_delivering,ad,233,268,1.15021459,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,6.85,2.28333333,2026-01-14,2026-01-18,4,25.55970149,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",SEGUIDORES,P1,"Casa e Cia",not_delivering,ad,16,16,1,"Clique de 7 dias ou visualização de 1 dia",,,0.07,,2026-01-17,2026-01-18,,4.375,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO",VISITAS,VIDEO,"Casa e Cia",not_delivering,ad,33,34,1.03030303,"Clique de 7 dias ou visualização de 1 dia",,,1.25,,2026-01-14,2026-01-18,,36.76470588,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Videos novos — Cópia",VISITAS,P1,"Casa e Cia",not_delivering,ad,440,473,1.075,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,4.58,2.29,2026-01-17,2026-01-18,6,9.68287526,2026-01-18,2026-01-18
2026-01-18,"DC - JANEIRO/2026 / ABO — Pós vendas — ABERTO — Produtos novos",SEMELHANTE,P1,"Casa e Cia",not_delivering,ad,24,26,1.08333333,"Clique de 7 dias ou visualização de 1 dia",,,0.13,,2026-01-17,2026-01-18,,5,2026-01-18,2026-01-18
