Dia,"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Nome da Página","Status de veiculação","Nível de veiculação",Alcance,Impressões,Frequência,"Configuração de atribuição","Tipo de resultado",Resultados,"Valor usado (BRL)","Custo por resultado",Início,Término,"Cliques no link","CPM (custo por 1.000 impressões)","Início dos relatórios","Encerramento dos relatórios"
2026-07-30,"TRUSSARDI 50% - PREMIUM Campanha — Cópia","TRUSSARDI 50% - PREMIUM Conjunto de anúncios — Cópia","TRUSSARDI 50% - PREMIUM — Cópia","Casa e Cia",active,ad,10,16,1.6,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0.23,0.23,2026-07-30,2026-08-04,6,14.375,2026-07-30,2026-07-30
2026-07-30,"Fecha mês","New messages ad set — Cópia — Cópia — Cópia — Cópia","New messages ad — Cópia — Cópia — Cópia — Cópia","Casa e Cia",not_delivering,ad,96,114,1.1875,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,2.73,2.73,2026-07-30,Contínuo,3,23.94736842,2026-07-30,2026-07-30
2026-07-30,"Fecha mês","New messages ad set — Cópia — Cópia — Cópia — Cópia — Cópia","New messages ad — Cópia — Cópia — Cópia — Cópia — Cópia","Casa e Cia",not_delivering,ad,146,157,1.07534247,"Clique de 7 dias ou visualização de 1 dia",,,2.44,,2026-07-30,Contínuo,4,15.54140127,2026-07-30,2026-07-30
2026-07-23,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-07-16,2026-07-21,,,2026-07-23,2026-07-23
2026-07-22,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-07-09,2026-07-24,,,2026-07-22,2026-07-22
2026-07-22,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-07-16,2026-07-21,,,2026-07-22,2026-07-22
2026-07-21,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-07-09,2026-07-24,,,2026-07-21,2026-07-21
2026-07-20,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,352,403,1.14488636,"Clique de 7 dias ou visualização de 1 dia",,,5.18,,2026-07-16,2026-07-21,2,12.85359801,2026-07-20,2026-07-20
2026-07-20,"TRUSSARDI 50% - CENTRO Campanha","TRUSSARDI 50% - CENTRO Conjunto de anúncios","TRUSSARDI 50% - CENTRO","Casa & Cia Centro",not_delivering,ad,211,241,1.14218009,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,4.22,2.11,2026-07-16,2026-07-21,7,17.51037344,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,776,847,1.09149485,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,7.08,2.36,2026-07-14,2026-07-24,6,8.35891381,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO CARROSSEL - CENTRO Campanha","MEGA FEIRÃO CARROSSEL - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - CENTRO","Casa & Cia Centro",not_delivering,ad,675,735,1.08888889,"Clique de 7 dias ou visualização de 1 dia",,,6.34,,2026-07-14,2026-07-24,7,8.62585034,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,518,618,1.19305019,"Clique de 7 dias ou visualização de 1 dia",,,8.23,,2026-07-09,2026-07-24,2,13.3171521,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,764,842,1.10209424,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,6.34,6.34,2026-07-14,2026-07-24,12,7.52969121,2026-07-20,2026-07-20
2026-07-20,"MIX HOME TRUSSARDI 50% Campanha","MIX HOME TRUSSARDI 50% Conjunto de anúncios","MIX HOME TRUSSARDI 50%","Mix Home",not_delivering,ad,785,855,1.08917197,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,12.44,6.22,2026-07-16,2026-07-22,3,14.5497076,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,444,497,1.11936937,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,7.93,7.93,2026-07-09,2026-07-24,3,15.95573441,2026-07-20,2026-07-20
2026-07-20,"MEGA FEIRÃO CARROSSEL 2 - CENTRO Campanha","MEGA FEIRÃO CARROSSEL 2 - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,820,879,1.07195122,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,7.18,3.59,2026-07-14,2026-07-24,11,8.16837315,2026-07-20,2026-07-20
2026-07-19,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,1890,2525,1.33597884,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",14,35.16,2.51142857,2026-07-16,2026-07-21,46,13.92475248,2026-07-19,2026-07-19
2026-07-19,"TRUSSARDI 50% - CENTRO Campanha","TRUSSARDI 50% - CENTRO Conjunto de anúncios","TRUSSARDI 50% - CENTRO","Casa & Cia Centro",not_delivering,ad,1556,1878,1.20694087,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,28.28,5.656,2026-07-16,2026-07-21,25,15.05857295,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,3301,4248,1.28688276,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,34.18,6.836,2026-07-14,2026-07-24,46,8.04613936,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO CARROSSEL - CENTRO Campanha","MEGA FEIRÃO CARROSSEL - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - CENTRO","Casa & Cia Centro",not_delivering,ad,3921,4807,1.22596276,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,33.68,16.84,2026-07-14,2026-07-24,44,7.00644893,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,1704,2188,1.28403756,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,34.14,6.828,2026-07-09,2026-07-24,18,15.60329068,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,4256,4934,1.15930451,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,36,5.14285714,2026-07-14,2026-07-24,60,7.29631131,2026-07-19,2026-07-19
2026-07-19,"MIX HOME TRUSSARDI 50% Campanha","MIX HOME TRUSSARDI 50% Conjunto de anúncios","MIX HOME TRUSSARDI 50%","Mix Home",not_delivering,ad,3092,3958,1.28007762,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,53.45,10.69,2026-07-16,2026-07-22,20,13.5042951,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,1867,2509,1.34386717,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,34.77,11.59,2026-07-09,2026-07-24,19,13.8581108,2026-07-19,2026-07-19
2026-07-19,"MEGA FEIRÃO CARROSSEL 2 - CENTRO Campanha","MEGA FEIRÃO CARROSSEL 2 - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,3663,4419,1.20638821,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",6,35.1,5.85,2026-07-14,2026-07-24,46,7.94297352,2026-07-19,2026-07-19
2026-07-18,"TRUSSARDI 50% - CENTRO Campanha","TRUSSARDI 50% - CENTRO Conjunto de anúncios","TRUSSARDI 50% - CENTRO","Casa & Cia Centro",not_delivering,ad,1410,1747,1.23900709,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",9,33.34,3.70444444,2026-07-16,2026-07-21,27,19.08414425,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,1899,2586,1.36176935,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,30.25,6.05,2026-07-14,2026-07-24,18,11.69760247,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO CARROSSEL - CENTRO Campanha","MEGA FEIRÃO CARROSSEL - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - CENTRO","Casa & Cia Centro",not_delivering,ad,1784,2267,1.27073991,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,23.55,11.775,2026-07-14,2026-07-24,19,10.38817821,2026-07-18,2026-07-18
2026-07-18,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,1765,2351,1.33201133,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",12,40.49,3.37416667,2026-07-16,2026-07-21,34,17.22245853,2026-07-18,2026-07-18
2026-07-18,"MIX HOME TRUSSARDI 50% Campanha","MIX HOME TRUSSARDI 50% Conjunto de anúncios","MIX HOME TRUSSARDI 50%","Mix Home",not_delivering,ad,2799,4082,1.45837799,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,58.23,14.5575,2026-07-16,2026-07-22,14,14.26506614,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,2370,2904,1.22531646,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,32.48,8.12,2026-07-14,2026-07-24,38,11.184573,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,881,1168,1.32576617,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,25.69,8.56333333,2026-07-09,2026-07-24,15,21.99486301,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,1271,1853,1.45790716,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,32.92,32.92,2026-07-09,2026-07-24,17,17.76578521,2026-07-18,2026-07-18
2026-07-18,"MEGA FEIRÃO CARROSSEL 2 - CENTRO Campanha","MEGA FEIRÃO CARROSSEL 2 - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,1732,2068,1.19399538,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,24.19,3.45571429,2026-07-14,2026-07-24,28,11.69729207,2026-07-18,2026-07-18
2026-07-17,"TRUSSARDI 50% - CENTRO Campanha","TRUSSARDI 50% - CENTRO Conjunto de anúncios","TRUSSARDI 50% - CENTRO","Casa & Cia Centro",not_delivering,ad,1444,1854,1.28393352,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",9,35.92,3.99111111,2026-07-16,2026-07-21,49,19.37432578,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,1428,1916,1.34173669,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,21.81,5.4525,2026-07-14,2026-07-24,23,11.38308977,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO CARROSSEL - CENTRO Campanha","MEGA FEIRÃO CARROSSEL - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - CENTRO","Casa & Cia Centro",not_delivering,ad,2016,2607,1.29315476,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,24.71,8.23666667,2026-07-14,2026-07-24,28,9.47832758,2026-07-17,2026-07-17
2026-07-17,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,1014,1471,1.45069034,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,27.76,3.96571429,2026-07-16,2026-07-21,30,18.87151598,2026-07-17,2026-07-17
2026-07-17,"MIX HOME TRUSSARDI 50% Campanha","MIX HOME TRUSSARDI 50% Conjunto de anúncios","MIX HOME TRUSSARDI 50%","Mix Home",not_delivering,ad,1775,2409,1.3571831,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,35.97,17.985,2026-07-16,2026-07-22,7,14.93150685,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,1801,2196,1.2193226,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,21.8,10.9,2026-07-14,2026-07-24,25,9.92714026,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,936,1220,1.3034188,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,27.06,3.86571429,2026-07-09,2026-07-24,15,22.18032787,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,982,1496,1.52342159,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,26.53,8.84333333,2026-07-09,2026-07-24,12,17.73395722,2026-07-17,2026-07-17
2026-07-17,"MEGA FEIRÃO CARROSSEL 2 - CENTRO Campanha","MEGA FEIRÃO CARROSSEL 2 - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,1396,1759,1.26002865,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,22.39,4.478,2026-07-14,2026-07-24,30,12.72882319,2026-07-17,2026-07-17
2026-07-16,"MEGA FEIRÃO CARROSSEL 2 - CENTRO Campanha","MEGA FEIRÃO CARROSSEL 2 - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,2053,2572,1.25280078,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,27.21,3.88714286,2026-07-14,2026-07-24,35,10.57931571,2026-07-16,2026-07-16
2026-07-16,"MEGA FEIRÃO - PREMIUM Campanha","MEGA FEIRÃO - PREMIUM Conjunto de anúncios","MEGA FEIRÃO - PREMIUM","Casa e Cia",not_delivering,ad,1093,1810,1.65599268,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",3,36.27,12.09,2026-07-09,2026-07-24,14,20.03867403,2026-07-16,2026-07-16
2026-07-16,"MEGA FEIRÃO - CENTRO Campanha","MEGA FEIRÃO - CENTRO Conjunto de anúncios","MEGA FEIRÃO - CENTRO","Casa & Cia Centro",not_delivering,ad,1194,1657,1.38777219,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,39.22,19.61,2026-07-09,2026-07-24,21,23.66928183,2026-07-16,2026-07-16
2026-07-16,"MIX HOME TRUSSARDI 50% Campanha","MIX HOME TRUSSARDI 50% Conjunto de anúncios","MIX HOME TRUSSARDI 50%","Mix Home",not_delivering,ad,1556,2118,1.36118252,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,32.23,16.115,2026-07-16,2026-07-22,5,15.21718602,2026-07-16,2026-07-16
2026-07-16,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,2199,2698,1.22692133,"Clique de 7 dias ou visualização de 1 dia",,,28.46,,2026-07-14,2026-07-24,38,10.54855448,2026-07-16,2026-07-16
2026-07-16,"TRUSSARDI 50% - PREMIUM Campanha","TRUSSARDI 50% - PREMIUM Conjunto de anúncios","TRUSSARDI 50% - PREMIUM","Casa e Cia",not_delivering,ad,67,79,1.17910448,"Clique de 7 dias ou visualização de 1 dia",,,1.69,,2026-07-16,2026-07-21,1,21.39240506,2026-07-16,2026-07-16
2026-07-16,"MEGA FEIRÃO CARROSSEL - CENTRO Campanha","MEGA FEIRÃO CARROSSEL - CENTRO Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - CENTRO","Casa & Cia Centro",not_delivering,ad,2484,3210,1.29227053,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",6,30.07,5.01166667,2026-07-14,2026-07-24,34,9.36760125,2026-07-16,2026-07-16
2026-07-16,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,1556,2074,1.33290488,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,26.34,3.76285714,2026-07-14,2026-07-24,28,12.70009643,2026-07-16,2026-07-16
2026-07-16,"TRUSSARDI 50% - CENTRO Campanha","TRUSSARDI 50% - CENTRO Conjunto de anúncios","TRUSSARDI 50% - CENTRO","Casa & Cia Centro",not_delivering,ad,38,43,1.13157895,"Clique de 7 dias ou visualização de 1 dia",,,0.6,,2026-07-16,2026-07-21,1,13.95348837,2026-07-16,2026-07-16
2026-07-15,"MEGA FEIRÃO CARROSSEL - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL - PREMIUM","Casa e Cia",not_delivering,ad,2971,3815,1.28407943,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,33.49,8.3725,2026-07-14,2026-07-24,45,8.7785059,2026-07-15,2026-07-15
2026-07-15,"MEGA FEIRÃO CARROSSEL 2 - PREMIUM Campanha","MEGA FEIRÃO CARROSSEL 2 - PREMIUM Conjunto de anúncios","MEGA FEIRÃO CARROSSEL 2 - PREMIUM","Casa e Cia",not_delivering,ad,2559,3491,1.36420477,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,34.83,6.966,2026-07-14,2026-07-24,30,9.97708393,2026-07-15,2026-07-15
