Dia,"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Nome da Página","Status de veiculação","Nível de veiculação",Alcance,Impressões,Frequência,"Configuração de atribuição","Tipo de resultado",Resultados,"Valor usado (BRL)","Custo por resultado",Início,Término,"Cliques no link","CPM (custo por 1.000 impressões)","Início dos relatórios","Encerramento dos relatórios"
2026-05-29,"FERIADO 26/05 - CENTRO Campanha","FERIADO 26/05 - CENTRO Conjunto de anúncios","FERIADO 26/05 - CENTRO","Casa & Cia Centro",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-05-25,2026-05-26,,,2026-05-29,2026-05-29
2026-05-29,"PM | ABO | TRAFEGO | 16.04","ABERTO - CXS","ADS 002","Casa & Cia Centro",not_delivering,ad,1,1,1,"Clique de 1 dia",,,0,,2026-04-16,Contínuo,,0,2026-05-29,2026-05-29
2026-05-29,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°711",LUXO,"ADS 00","Casa & Cia Centro",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-05-22,Contínuo,,0,2026-05-29,2026-05-29
2026-05-29,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°711",LUXO,"ADS 00","Casa & Cia Centro",not_delivering,ad,2,2,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-05-22,Contínuo,,5,2026-05-29,2026-05-29
2026-05-29,"PM | ABO | ENGAJ - TEST.PUB | 19.05","ACESSORIOS QUARTO -","ADS 00","Casa & Cia Centro",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0,,2026-05-19,Contínuo,,0,2026-05-29,2026-05-29
2026-05-29,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°711","ACESSORIOS QUARTO","ADS 00","Casa & Cia Centro",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-05-22,Contínuo,,,2026-05-29,2026-05-29
2026-05-28,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°711",LUXO,"ADS 00","Casa & Cia Centro",not_delivering,ad,955,1074,1.12460733,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,10.19,2.5475,2026-05-22,Contínuo,8,9.48789572,2026-05-28,2026-05-28
2026-05-28,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°711",LUXO,"ADS 00","Casa & Cia Centro",not_delivering,ad,1202,1323,1.10066556,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,11.24,11.24,2026-05-22,Contínuo,13,8.49584278,2026-05-28,2026-05-28
2026-05-28,"JS-MAIO-F2- CBO / FRIO — Cópia",Seguidores,Video,"Casa & Cia Centro",not_delivering,ad,142,154,1.08450704,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,1.76,,2026-05-25,2026-05-30,8,11.42857143,2026-05-28,2026-05-28
2026-05-28,"FERIADO 26/05 - PREMIUM Campanha","FERIADO 26/05 - PREMIUM Conjunto de anúncios","FERIADO 26/05 - PREMIUM","Casa e Cia",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-05-25,2026-05-26,,,2026-05-28,2026-05-28
2026-05-28,"JS-MAIO-F2- CBO / FRIO — Cópia",Seguidores,p1,"Casa & Cia Centro",not_delivering,ad,108,115,1.06481481,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,1.04,,2026-05-25,2026-05-30,13,9.04347826,2026-05-28,2026-05-28
2026-05-28,"JS-MAIO-F2- CBO / QUENTE",Seguidores,Video,"Casa & Cia Centro",not_delivering,ad,10,12,1.2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0.1,,2026-05-22,2026-05-30,,8.33333333,2026-05-28,2026-05-28
2026-05-28,"PM | ABO | ENGAJ | ESCALA VALIDA | 22.05 | N°111","ACESSORIOS QUARTO","ADS 00","Casa & Cia Centro",not_delivering,ad,766,820,1.07049608,"Clique de 7 dias ou visualização de 1 dia",,,9.84,,2026-05-22,Contínuo,1,12,2026-05-28,2026-05-28
2026-05-28,"PM | ABO | ENGAJ | TEST.PUB | 19.05","ALTO PADRÃO — Cópia","ADS 00","Casa & Cia Centro",not_delivering,ad,1380,1557,1.12826087,"Clique de 7 dias ou visualização de 1 dia",,,12.27,,2026-05-19,Contínuo,3,7.8805395,2026-05-28,2026-05-28
2026-05-28,"JS-MAIO-F2- CBO / FRIO — Cópia",Seguidores,p2,"Casa & Cia Centro",not_delivering,ad,8,8,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0.08,,2026-05-23,2026-05-30,,10,2026-05-28,2026-05-28
2026-05-28,"JS-MAIO-F2- CBO / FRIO",Seguidores,p1,"Casa & Cia Centro",not_delivering,ad,1464,1534,1.04781421,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,16.81,,2026-05-22,2026-05-30,83,10.95827901,2026-05-28,2026-05-28
