Dia,"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Nome da Página","Status de veiculação","Nível de veiculação",Alcance,Impressões,Frequência,"Configuração de atribuição","Tipo de resultado",Resultados,"Valor usado (BRL)","Custo por resultado",Início,Término,"Cliques no link","CPM (custo por 1.000 impressões)","Início dos relatórios","Encerramento dos relatórios"
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,170,183,1.07647059,"Clique de 7 dias ou visualização de 1 dia",,,4.51,,2026-06-30,Contínuo,,24.64480874,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,198,231,1.16666667,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,4.51,4.51,2026-06-30,Contínuo,5,19.52380952,2026-06-30,2026-06-30
2026-06-30,"SELEÇÃO DE OFERTAS 1 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 1 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 1 - PREMIUM","Casa e Cia",not_delivering,ad,1963,2543,1.29546612,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",7,36.65,5.23571429,2026-06-15,2026-06-30,28,14.41211168,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00",RMKT,01,"Casa e Cia",not_delivering,ad,205,224,1.09268293,"Clique de 7 dias ou visualização de 1 dia",,,4.9,,2026-06-30,Contínuo,5,21.875,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,296,346,1.16891892,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,4.86,2.43,2026-06-30,Contínuo,5,14.04624277,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,197,221,1.12182741,"Clique de 7 dias ou visualização de 1 dia",,,3.74,,2026-06-30,Contínuo,3,16.92307692,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,185,208,1.12432432,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,4.03,2.015,2026-06-30,Contínuo,3,19.375,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,191,221,1.15706806,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,4.98,4.98,2026-06-30,Contínuo,5,22.53393665,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,208,223,1.07211538,"Clique de 7 dias ou visualização de 1 dia",,,2.66,,2026-06-30,Contínuo,2,11.92825112,2026-06-30,2026-06-30
2026-06-30,"LIMPA ESTOQUE PREMIUM Campanha","LIMPA ESTOQUE PREMIUM Conjunto de anúncios","LIMPA ESTOQUE PREMIUM","Casa e Cia",not_delivering,ad,3776,6052,1.60275424,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",13,74.67,5.74384615,2026-06-29,2026-07-05,58,12.33807006,2026-06-30,2026-06-30
2026-06-30,"LIMPA ESTOQUE CENTRO Campanha","LIMPA ESTOQUE CENTRO Conjunto de anúncios","LIMPA ESTOQUE CENTRO","Casa & Cia Centro",not_delivering,ad,1691,2793,1.65168539,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",6,52.19,8.69833333,2026-06-29,2026-07-05,46,18.68600072,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,184,201,1.0923913,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,2.93,1.465,2026-06-30,Contínuo,3,14.57711443,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,204,239,1.17156863,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,3.94,3.94,2026-06-30,Contínuo,5,16.48535565,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 2] 120,00- principal",RMKT,01,"Casa e Cia",not_delivering,ad,285,333,1.16842105,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,5.35,5.35,2026-06-30,Contínuo,9,16.06606607,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,204,228,1.11764706,"Clique de 7 dias ou visualização de 1 dia",,,3.95,,2026-06-30,Contínuo,3,17.3245614,2026-06-30,2026-06-30
2026-06-30,"SELEÇÃO DE OFERTAS 1 - CENTRO Campanha","SELEÇÃO DE OFERTAS 1 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 1 - CENTRO","Casa & Cia Centro",not_delivering,ad,2903,3370,1.16086807,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",17,35.03,2.06058824,2026-06-15,2026-06-30,66,10.39465875,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,150,169,1.12666667,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,3.58,3.58,2026-06-30,Contínuo,3,21.18343195,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,119,136,1.14285714,"Clique de 7 dias ou visualização de 1 dia",,,3.21,,2026-06-30,Contínuo,3,23.60294118,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,143,152,1.06293706,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,2.6,1.3,2026-06-30,Contínuo,3,17.10526316,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01",01,"Casa e Cia",not_delivering,ad,168,179,1.06547619,"Clique de 7 dias ou visualização de 1 dia",,,2.52,,2026-06-30,Contínuo,4,14.07821229,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 2] 120,00- principal","ABE 03",01,"Casa e Cia",not_delivering,ad,534,570,1.06741573,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",6,6.9,1.15,2026-06-30,Contínuo,20,12.10526316,2026-06-30,2026-06-30
2026-06-30,"MIX -* FRIO*",quente,01,"Mix Home",not_delivering,ad,43,46,1.06976744,"Clique de 7 dias ou visualização de 1 dia",,,0.44,,2026-06-30,Contínuo,,9.56521739,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,167,173,1.03592814,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,2.91,1.455,2026-06-30,Contínuo,5,16.82080925,2026-06-30,2026-06-30
2026-06-30,"SELEÇÃO DE OFERTAS 2 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 2 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - PREMIUM","Casa e Cia",not_delivering,ad,1659,2057,1.23990356,"Clique de 7 dias ou visualização de 1 dia",,,35.73,,2026-06-15,2026-06-30,15,17.36995625,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 2] 120,00- principal","ABE 02",01,"Casa e Cia",not_delivering,ad,548,600,1.09489051,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",8,6.64,0.83,2026-06-30,Contínuo,19,11.06666667,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,130,138,1.06153846,"Clique de 7 dias ou visualização de 1 dia",,,2.43,,2026-06-30,Contínuo,1,17.60869565,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 30,00",RMKT,01,"Casa e Cia",not_delivering,ad,792,1109,1.40025253,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,18.12,9.06,2026-06-30,Contínuo,19,16.33904418,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 1] 300,00","RMKT — Cópia",01,"Casa e Cia",not_delivering,ad,166,184,1.10843373,"Clique de 7 dias ou visualização de 1 dia",,,3.74,,2026-06-30,Contínuo,2,20.32608696,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,135,148,1.0962963,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,2.87,1.435,2026-06-30,Contínuo,3,19.39189189,2026-06-30,2026-06-30
2026-06-30,"MIX -* FRIO*",quente,02,"Mix Home",not_delivering,ad,17,20,1.17647059,"Clique de 7 dias ou visualização de 1 dia",,,0.45,,2026-06-30,Contínuo,,22.5,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 2] 120,00- principal","ABE 01",01,"Casa e Cia",not_delivering,ad,471,505,1.07218684,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",8,7.63,0.95375,2026-06-30,Contínuo,18,15.10891089,2026-06-30,2026-06-30
2026-06-30,"[CLEBER][BASE 3] 300,00","ABER 01 — Cópia",01,"Casa e Cia",not_delivering,ad,167,174,1.04191617,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,2.64,2.64,2026-06-30,Contínuo,4,15.17241379,2026-06-30,2026-06-30
2026-06-30,"SELEÇÃO DE OFERTAS 2 - CENTRO Campanha","SELEÇÃO DE OFERTAS 2 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,1737,2266,1.30454807,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",5,32.17,6.434,2026-06-15,2026-06-30,27,14.19682259,2026-06-30,2026-06-30
2026-06-29,"SELEÇÃO DE OFERTAS 2 - CENTRO Campanha","SELEÇÃO DE OFERTAS 2 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,1514,1673,1.10501982,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,18,18,2026-06-15,2026-06-30,13,10.75911536,2026-06-29,2026-06-29
2026-06-29,"SELEÇÃO DE OFERTAS 2 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 2 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - PREMIUM","Casa e Cia",not_delivering,ad,1512,1776,1.17460317,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,20.18,10.09,2026-06-15,2026-06-30,23,11.36261261,2026-06-29,2026-06-29
2026-06-29,"SELEÇÃO DE OFERTAS 1 - CENTRO Campanha","SELEÇÃO DE OFERTAS 1 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 1 - CENTRO","Casa & Cia Centro",not_delivering,ad,1691,1922,1.13660556,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,20.53,5.1325,2026-06-15,2026-06-30,33,10.68158169,2026-06-29,2026-06-29
2026-06-29,"LIMPA ESTOQUE CENTRO Campanha","LIMPA ESTOQUE CENTRO Conjunto de anúncios","LIMPA ESTOQUE CENTRO","Casa & Cia Centro",not_delivering,ad,277,397,1.433213,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,5.88,5.88,2026-06-29,2026-07-05,3,14.81108312,2026-06-29,2026-06-29
2026-06-29,"LIMPA ESTOQUE PREMIUM Campanha","LIMPA ESTOQUE PREMIUM Conjunto de anúncios","LIMPA ESTOQUE PREMIUM","Casa e Cia",not_delivering,ad,230,276,1.2,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",2,3.8,1.9,2026-06-29,2026-07-05,5,13.76811594,2026-06-29,2026-06-29
2026-06-29,"SELEÇÃO DE OFERTAS 1 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 1 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 1 - PREMIUM","Casa e Cia",not_delivering,ad,1716,2002,1.16666667,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",4,20.35,5.0875,2026-06-15,2026-06-30,28,10.16483516,2026-06-29,2026-06-29
2026-06-28,"SELEÇÃO DE OFERTAS 1 - CENTRO Campanha","SELEÇÃO DE OFERTAS 1 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 1 - CENTRO","Casa & Cia Centro",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-06-15,2026-06-30,,,2026-06-28,2026-06-28
2026-06-28,"SELEÇÃO DE OFERTAS 2 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 2 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - PREMIUM","Casa e Cia",not_delivering,ad,0,0,0,"Clique de 7 dias ou visualização de 1 dia","Conversas por mensagem iniciadas",1,0,0,2026-06-15,2026-06-30,,,2026-06-28,2026-06-28
2026-06-27,"SELEÇÃO DE OFERTAS 2 - CENTRO Campanha","SELEÇÃO DE OFERTAS 2 - CENTRO Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - CENTRO","Casa & Cia Centro",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-06-15,2026-06-30,,10,2026-06-27,2026-06-27
2026-06-27,"SELEÇÃO DE OFERTAS 2 - PREMIUM Campanha","SELEÇÃO DE OFERTAS 2 - PREMIUM Conjunto de anúncios","SELEÇÃO DE OFERTAS 2 - PREMIUM","Casa e Cia",not_delivering,ad,1,1,1,"Clique de 7 dias ou visualização de 1 dia",,,0.01,,2026-06-15,2026-06-30,,10,2026-06-27,2026-06-27
